Ticker,Company,Sector,Price,ADV30,DollarVolume30,SMA50,SMA200,TrendScore15,SupportType,Support,PctAboveSupport,EntryZone,SupportTests,Bounce1Pct,Bounce2Pct,Confluence,RS20vsSPY,RS60vsSPY,SectorRS20,UpDownVolumeRatio,OBVChangePct,SuggestedStop,Target1,Target2,RR_Target1,RR_Target2,NextEarnings,EarningsTiming,DaysToEarnings,RecentNews,LiquidityPts10,TrendPts15,SupportPts20,RSPts15,AccumulationPts10,RRPts15,SectorPts5,CatalystPts5,QualityPts5,Score100,QUALIFIES,Classification
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,279.71,1003971,281937765,279.9,229.94,14,SMA50,279.44,0.1,Prime Entry,2,4.16,7.64,1,-8.46,3.23,-7.97,1.03,2783.67,273.85,288.03,293.52,1.42,2.36,,,,False,7,14,17,4,7,9,0,4,2,64,False,Below Threshold
PFG,"Principal Financial Group, Inc.",Financial Services,113.98,1457611,164048246,111.09,96.69,15,BreakoutRetest,112.45,1.36,Prime Entry,2,3.55,3.97,1,-4.42,6.89,-3.35,0.92,12.34,110.2,116.61,123.31,0.7,2.47,,,,False,7,15,16,4,4,9,0,4,5,64,False,Below Threshold
ROST,"Ross Stores, Inc.",Consumer Cyclical,245.36,2212354,525862367,234.03,207.17,15,BreakoutRetest,240.94,1.83,Prime Entry,2,8.97,6.81,0,0.65,9.56,2.71,1.0,-8.03,236.12,255.3,256.45,1.08,1.2,,,,False,8,15,15,9,3,2,4,4,4,64,False,Below Threshold
VEEE,Twin Vee Powercats Co.,Consumer Cyclical,11.71,4626409,129009815,11.64,32.31,7,BreakoutRetest,11.41,2.63,Buyable,2,108.03,73.95,0,-74.19,92.67,-72.13,6.15,0.63,10.47,14.49,18.13,2.25,5.19,,,,False,8,7,15,7,8,15,0,4,0,64,False,Below Threshold
DLTR,"Dollar Tree, Inc.",Consumer Defensive,129.39,2395129,301333312,121.72,115.04,15,BreakoutRetest,125.19,3.35,Buyable,2,8.54,8.38,0,-1.71,36.99,1.68,1.02,2.13,122.69,130.74,132.1,0.2,0.4,,,,False,8,15,15,7,5,2,3,4,5,64,False,Below Threshold
SBUX,Starbucks Corporation,Consumer Cyclical,107.69,7170173,753765979,103.46,95.95,15,Horizontal,103.16,4.39,Buyable,2,5.65,6.6,2,-2.36,-4.58,-0.31,1.26,16.66,101.1,108.88,109.23,0.18,0.23,,,,False,9,15,18,0,9,2,2,4,5,64,False,Below Threshold
ANSS,"ANSYS, Inc.",Technology,374.3,1433765,526789817,347.05,334.91,15,BreakoutRetest,350.7,6.73,Watch for Pullback,2,15.08,14.02,1,6.69,19.82,2.93,0.21,-92.22,343.69,395.49,413.11,0.69,1.27,,,,False,7,15,14,14,0,2,4,4,4,64,False,Below Threshold
SLM,SLM Corporation,Financial Services,28.03,2837190,72809727,24.97,24.58,12,BreakoutRetest,26.15,7.19,Extended,2,12.57,8.61,0,6.17,24.81,7.24,1.11,-22.7,25.63,28.35,29.33,0.13,0.54,,,,False,7,12,12,14,3,2,5,4,5,64,False,Below Threshold
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,505.75,1425937,703012276,481.44,457.11,15,SMA50,468.73,7.9,Extended,2,16.07,17.33,1,-0.31,10.64,0.24,1.3,51.12,459.35,533.67,546.17,0.6,0.87,,,,False,7,15,14,6,9,2,3,4,4,64,False,Below Threshold
BKR,Baker Hughes Company,Energy,64.82,8938208,524254519,59.4,57.35,12,SMA50,60.06,7.92,Extended,2,7.4,10.85,1,11.41,-6.8,8.52,1.08,0.47,58.86,65.71,66.24,0.15,0.24,,,,False,9,12,14,8,5,2,5,4,5,64,False,Below Threshold
CCC,CCC Intelligent Solutions Holdings Inc.,Technology,6.97,9789378,60434449,5.62,6.25,7,BreakoutRetest,6.18,12.78,Extended,2,24.44,15.25,0,10.76,45.39,6.99,1.1,23.06,6.01,7.49,7.65,0.54,0.71,,,,False,7,7,12,15,7,2,5,4,5,64,False,Below Threshold
NTSK,"Netskope, Inc. Class A Common Stock",Technology,15.81,4674484,62798006,11.82,13.59,7,BreakoutRetest,13.29,18.96,Extended,2,30.45,24.29,0,11.89,32.51,8.12,1.1,24.18,12.87,16.75,17.84,0.32,0.69,,,,False,7,7,12,15,7,2,5,4,5,64,False,Below Threshold
DYN,"Dyne Therapeutics, Inc.",Healthcare,25.7,2496161,61362803,22.68,19.55,15,BreakoutRetest,21.54,19.31,Extended,2,23.4,24.78,0,3.81,55.62,4.36,0.95,14.14,20.97,26.26,27.09,0.12,0.29,,,,False,7,15,12,12,4,2,4,4,4,64,False,Below Threshold
WBA,"Walgreens Boots Alliance, Inc.",Healthcare,11.98,25867405,308894872,11.67,10.82,15,BreakoutRetest,11.63,3.01,Buyable,2,4.4,4.71,1,-1.53,0.87,-0.98,1.59,42.27,11.4,12.1,12.13,0.21,0.26,,,,False,8,15,15,2,10,2,2,4,5,63,False,Below Threshold
RDFN,Redfin Corporation,Real Estate,11.19,6903425,72740670,10.02,9.61,15,BreakoutRetest,10.77,3.9,Buyable,2,11.07,9.63,0,9.74,3.04,14.51,0.65,-42.55,10.54,11.4,11.48,0.32,0.45,,,,False,7,15,15,11,0,2,5,4,4,63,False,Below Threshold
AMZN,"Amazon.com, Inc.",Consumer Cyclical,262.65,44608454,11378504004,248.17,237.7,15,SMA50,252.37,4.07,Buyable,2,3.34,15.81,1,1.79,-4.53,3.85,2.05,-17.6,247.32,270.78,274.75,0.53,0.79,,,,False,10,15,17,3,6,2,4,4,2,63,False,Below Threshold
MDLZ,"Mondelez International, Inc.",Consumer Defensive,63.61,8828244,541616257,61.21,58.67,15,SMA50,61.06,4.18,Buyable,2,4.12,4.37,2,-0.17,-2.02,3.22,1.07,75.98,59.84,64.35,66.65,0.2,0.81,,,,False,9,15,17,0,7,2,4,4,5,63,False,Below Threshold
AUR,"Aurora Innovation, Inc.",Technology,6.99,23252184,149915904,6.42,5.24,12,BreakoutRetest,6.7,4.33,Buyable,2,8.84,7.09,0,10.9,-5.09,7.13,1.11,0.62,6.49,7.25,7.46,0.52,0.94,,,,False,8,12,14,8,5,2,5,4,5,63,False,Below Threshold
COO,"The Cooper Companies, Inc.",Healthcare,76.17,2000224,145084427,70.89,73.21,10,BreakoutRetest,72.63,4.87,Buyable,2,9.12,6.02,0,1.77,18.15,2.32,0.98,9.13,71.18,82.92,83.79,1.35,1.53,,,,False,8,10,14,10,4,6,4,4,3,63,False,Below Threshold
NWSA,News Corporation,Communication Services,29.16,3634624,101992146,27.15,25.9,15,BreakoutRetest,27.73,5.16,Watch for Pullback,2,11.8,12.17,0,-1.88,5.32,0.49,1.08,56.17,27.18,30.88,32.67,0.87,1.77,,,,False,8,15,12,4,7,6,3,4,4,63,False,Below Threshold
TTEK,"Tetra Tech, Inc.",Industrials,36.51,2816838,92643713,30.98,32.72,10,BreakoutRetest,34.29,6.47,Watch for Pullback,2,7.84,7.21,0,11.13,28.22,11.62,0.87,9.12,33.6,37.32,37.45,0.28,0.32,,,,False,7,10,11,15,4,2,5,4,5,63,False,Below Threshold
SSRM,SSR Mining Inc.,Basic Materials,32.19,3065160,86180844,28.39,26.96,15,BreakoutRetest,29.86,7.8,Extended,2,9.02,17.22,0,21.44,2.91,21.91,1.04,1.3,29.08,32.6,32.74,0.13,0.18,,,,False,7,15,12,10,5,2,5,4,3,63,False,Below Threshold
LNW,"Light & Wonder, Inc.",Consumer Cyclical,105.1,1336301,125811925,93.26,89.19,12,BreakoutRetest,95.07,10.55,Extended,2,6.98,9.83,0,1.43,25.65,3.48,1.5,0.25,93.17,109.96,114.82,0.41,0.81,,,,False,7,12,12,10,7,2,4,4,5,63,False,Below Threshold
AXTI,"AXT, Inc.",Technology,81.64,11061494,688259004,69.19,50.25,12,SMA50,72.61,12.43,Extended,2,44.39,19.29,0,73.57,-33.48,69.81,1.47,2.84,66.86,83.25,90.1,0.11,0.57,,,,False,9,12,12,8,7,2,5,4,4,63,False,Below Threshold
PYPL,"PayPal Holdings, Inc.",Financial Services,61.66,15882701,878521811,50.05,51.66,7,BreakoutRetest,46.44,32.77,Extended,2,27.25,26.0,0,4.57,34.87,5.64,1.14,17.28,45.51,62.82,63.93,0.07,0.14,,,,False,9,7,12,12,7,2,5,4,5,63,False,Below Threshold
CHTR,"Charter Communications, Inc.",Communication Services,154.27,2694519,369969599,138.24,187.36,7,BreakoutRetest,155.37,-0.71,Support Test / Reclaim,2,7.2,5.32,0,12.99,2.45,15.35,0.76,7.75,151.69,157.67,158.65,1.32,1.7,,,,False,8,7,13,10,4,6,5,4,5,62,False,Below Threshold
RXDX,"Prometheus Biosciences, Inc.",Healthcare,199.92,1119572,220445905,184.19,109.6,15,BreakoutRetest,195.0,2.52,Buyable,2,4.86,3.55,0,-0.83,71.49,-0.28,1.19,24.18,191.1,200.51,201.09,0.07,0.13,,,,False,7,15,13,7,7,2,2,4,5,62,False,Below Threshold
KMB,Kimberly-Clark Corporation,Consumer Defensive,110.39,3620153,398164691,107.62,103.11,12,Horizontal,106.83,3.33,Buyable,2,8.4,3.79,2,-2.56,8.62,0.83,0.93,13.4,104.69,111.82,112.7,0.25,0.41,,,,False,8,12,18,6,4,2,3,4,5,62,False,Below Threshold
OPCH,"Option Care Health, Inc.",Healthcare,23.95,2445529,55463475,22.03,27.49,7,BreakoutRetest,22.59,6.02,Watch for Pullback,2,13.61,10.81,0,5.72,9.01,6.27,1.32,3.42,22.13,24.7,24.96,0.41,0.55,,,,False,7,7,12,13,7,2,5,4,5,62,False,Below Threshold
CRWD,"CrowdStrike Holdings, Inc.",Technology,216.95,8052779,1609674887,189.64,137.15,15,BreakoutRetest,196.42,10.45,Extended,2,12.1,18.12,0,2.38,34.87,-1.38,1.11,-2.9,191.83,219.35,226.9,0.1,0.4,,,,False,9,15,12,12,3,2,2,4,3,62,False,Below Threshold
ROAD,"Construction Partners, Inc.",Industrials,121.55,1191830,125719735,110.25,114.89,7,SMA50,109.89,10.61,Extended,2,15.9,12.03,1,11.9,4.39,12.39,1.93,-7.79,106.81,123.46,126.71,0.13,0.35,,,,False,7,7,14,12,6,2,5,4,5,62,False,Below Threshold
PSNL,"Personalis, Inc.",Healthcare,14.04,4303780,60122805,12.66,9.27,15,BreakoutRetest,12.53,12.05,Extended,2,13.66,20.41,1,-13.22,93.62,-12.67,1.25,7.99,12.21,14.81,14.83,0.42,0.43,,,,False,7,15,14,7,9,2,0,4,4,62,False,Below Threshold
ADP,"Automatic Data Processing, Inc.",Technology,272.96,2319094,601375285,245.12,235.36,12,BreakoutRetest,237.11,15.12,Extended,2,10.06,11.11,0,2.48,18.02,-1.28,1.21,-2.22,232.37,280.59,307.34,0.19,0.85,,,,False,8,12,12,12,5,2,2,4,5,62,False,Below Threshold
FOXA,Fox Corporation,Communication Services,69.04,5070184,296419900,57.84,63.19,7,SMA50,58.16,18.71,Extended,2,19.93,20.04,1,15.37,1.15,17.74,1.06,12.89,57.0,72.92,72.96,0.32,0.33,,,,False,8,7,14,10,7,2,5,4,5,62,False,Below Threshold
TENB,"Tenable Holdings, Inc.",Technology,38.33,3584363,131221128,33.78,25.52,15,SMA50,31.14,23.1,Extended,2,20.06,26.45,1,-8.33,45.99,-12.1,1.02,109.03,30.0,39.35,42.94,0.12,0.55,,,,False,8,15,14,7,7,2,0,4,5,62,False,Below Threshold
SMTC,Semtech Corporation,Technology,140.35,2261311,292539910,141.15,102.56,11,BreakoutRetest,113.05,24.15,Extended,2,32.83,27.49,0,7.87,-1.68,4.1,1.3,13.04,107.68,143.34,143.75,0.09,0.1,,,,False,8,11,12,7,9,2,4,4,5,62,False,Below Threshold
AMAT,"Applied Materials, Inc.",Technology,507.18,8159327,4401033842,558.89,388.67,12,BreakoutRetest,510.75,-0.7,Support Test / Reclaim,2,18.41,10.31,1,-8.69,18.83,-12.46,0.89,-4.74,493.76,554.08,555.32,3.49,3.59,,,,False,9,12,16,7,0,13,0,4,0,61,False,Below Threshold
IBKR,"Interactive Brokers Group, Inc.",Financial Services,92.06,4415440,402153248,91.23,77.1,15,BreakoutRetest,91.02,1.14,Prime Entry,2,4.61,5.41,2,-2.76,4.51,-1.69,0.98,37.03,89.2,94.26,95.55,0.77,1.22,,,,False,8,15,19,4,4,2,2,4,3,61,False,Below Threshold
RPRX,Royalty Pharma plc,Healthcare,58.6,2851882,165281729,56.82,47.49,15,Horizontal,56.72,3.32,Buyable,2,6.22,5.4,3,-3.72,6.0,-3.18,1.25,1.45,55.58,59.44,59.63,0.28,0.34,,,,False,8,15,18,4,7,2,0,4,3,61,False,Below Threshold
SWKS,"Skyworks Solutions, Inc.",Technology,69.62,5483029,343584476,66.42,64.19,9,SMA50,67.36,3.36,Buyable,2,8.21,4.73,1,12.86,-6.84,9.09,0.87,88.07,65.8,70.45,70.75,0.22,0.3,,,,False,8,9,16,8,4,2,5,4,5,61,False,Below Threshold
HBAN,Huntington Bancshares Incorporated,Financial Services,17.91,24921502,439894805,17.52,16.87,15,SMA50,17.28,3.67,Buyable,2,5.56,4.28,2,-6.31,10.04,-5.24,0.74,19.41,16.93,18.13,18.16,0.22,0.26,,,,False,8,15,17,6,4,2,0,4,5,61,False,Below Threshold
CBSH,"Commerce Bancshares, Inc.",Financial Services,60.27,1100428,64938438,57.7,53.18,15,Horizontal,58.08,3.77,Buyable,2,5.38,3.67,1,-2.54,10.59,-1.47,1.09,1.78,56.92,60.92,64.05,0.19,1.13,,,,False,7,15,15,6,5,2,2,4,5,61,False,Below Threshold
AFRM,"Affirm Holdings, Inc.",Financial Services,78.35,3335805,257746615,75.47,66.3,15,SMA50,75.02,4.44,Buyable,2,8.36,10.57,1,-1.45,14.18,-0.38,0.88,8.39,73.26,81.01,83.9,0.52,1.09,,,,False,8,15,17,6,4,2,2,4,3,61,False,Below Threshold
VLY,Valley National Bancorp,Financial Services,15.01,6595802,96518556,14.52,12.9,15,SMA50,14.33,4.73,Buyable,2,6.99,4.99,1,-4.05,10.28,-2.98,0.78,5.6,14.05,15.2,16.04,0.2,1.07,,,,False,7,15,16,6,4,2,2,4,5,61,False,Below Threshold
DOCU,"DocuSign, Inc.",Technology,62.04,3130687,169142885,50.17,54.13,7,BreakoutRetest,57.29,8.29,Extended,2,17.93,13.48,0,13.19,19.73,9.42,1.26,-17.03,55.73,70.13,70.65,1.28,1.36,,,,False,8,7,12,15,5,2,5,4,3,61,False,Below Threshold
AMBA,"Ambarella, Inc.",Technology,82.04,1762785,134109793,72.92,70.45,9,SMA50,73.81,11.15,Extended,2,15.2,39.11,1,28.22,1.17,24.45,1.44,0.39,70.98,83.37,89.44,0.12,0.67,,,,False,7,9,14,10,7,2,5,4,3,61,False,Below Threshold
INSM,Insmed Incorporated,Healthcare,123.74,2954277,338898279,107.72,145.5,7,BreakoutRetest,110.96,11.52,Extended,2,10.12,5.24,0,9.79,9.4,10.34,1.9,23.09,107.53,137.7,142.9,0.86,1.18,,,,False,8,7,11,13,10,2,5,4,1,61,False,Below Threshold
WEN,The Wendy's Company,Consumer Cyclical,8.64,10320389,80440522,7.48,7.7,7,SMA50,7.4,16.82,Extended,2,20.05,21.55,1,6.89,0.6,8.95,1.54,34.94,7.18,8.73,8.77,0.06,0.09,,,,False,7,7,14,9,10,2,5,4,3,61,False,Below Threshold
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,316.44,1502993,426913337,319.09,255.13,11,BreakoutRetest,266.05,18.94,Extended,2,29.41,22.43,0,13.91,-17.66,10.14,1.11,9.17,255.9,328.62,387.87,0.2,1.18,,,,False,7,11,12,8,7,2,5,4,5,61,False,Below Threshold
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,31.44,13174535,404442498,31.1,28.76,15,SMA50,31.09,1.14,Prime Entry,2,8.73,7.0,2,-2.73,3.17,0.66,1.1,-20.17,30.46,31.82,31.87,0.39,0.44,,,,False,8,15,19,4,3,2,3,4,2,60,False,Below Threshold
OZK,Bank OZK,Financial Services,52.49,1186741,60593950,51.03,47.99,15,Horizontal,50.68,3.56,Buyable,2,4.31,4.04,2,-3.52,5.8,-2.45,0.9,10.0,49.67,53.18,53.39,0.24,0.32,,,,False,7,15,17,4,4,2,2,4,5,60,False,Below Threshold
BIIB,Biogen Inc.,Healthcare,209.83,1266820,257591028,203.34,186.38,15,SMA50,202.0,3.88,Buyable,2,6.72,5.94,2,-2.58,4.3,-2.03,1.34,-0.73,197.96,212.18,215.79,0.2,0.5,,,,False,7,15,18,4,5,2,2,4,3,60,False,Below Threshold
INCY,Incyte Corporation,Healthcare,120.16,1748145,210045821,113.85,102.85,15,BreakoutRetest,115.56,3.98,Buyable,2,15.8,5.98,1,-1.96,19.88,-1.42,1.37,-3.4,113.25,122.69,124.57,0.37,0.64,,,,False,7,15,17,7,5,2,2,4,1,60,False,Below Threshold
EBC,"Eastern Bankshares, Inc.",Financial Services,23.63,2567993,58820907,22.16,20.16,15,Horizontal,22.68,4.21,Buyable,2,4.49,4.81,0,-1.71,17.14,-0.64,1.02,4.62,22.22,24.42,25.21,0.56,1.12,,,,False,7,15,13,7,5,2,2,4,5,60,False,Below Threshold
ILMN,"Illumina, Inc.",Healthcare,190.89,1893652,367956885,183.38,144.55,15,BreakoutRetest,182.84,4.4,Buyable,2,8.22,12.65,1,-2.17,28.93,-1.63,1.03,-34.64,178.85,194.18,196.66,0.27,0.48,,,,False,7,15,17,7,3,2,2,4,3,60,False,Below Threshold
HSIC,"Henry Schein, Inc.",Healthcare,89.77,1344330,116756933,84.55,77.55,15,BreakoutRetest,85.19,5.38,Watch for Pullback,2,8.21,7.52,1,-2.23,17.3,-1.68,1.45,4.78,83.49,92.18,98.99,0.38,1.47,,,,False,7,15,13,7,7,2,2,4,3,60,False,Below Threshold
INTU,Intuit Inc.,Technology,345.66,3945436,1201052264,293.42,450.25,7,BreakoutRetest,308.74,11.96,Extended,2,18.86,17.13,0,14.3,-19.33,10.53,1.23,15.58,300.97,363.18,404.21,0.39,1.31,,,,False,8,7,12,8,9,2,5,4,5,60,False,Below Threshold
ADSK,"Autodesk, Inc.",Technology,251.66,2053187,465095293,217.56,250.8,7,SMA50,217.08,15.93,Extended,2,18.14,23.67,1,10.81,-2.74,7.04,1.16,79.59,212.08,255.14,257.29,0.09,0.14,,,,False,8,7,14,8,7,2,5,4,5,60,False,Below Threshold
PGY,Pagaya Technologies Ltd.,Technology,21.56,3027485,57470686,17.59,17.6,7,BreakoutRetest,17.14,25.79,Extended,2,39.96,48.09,0,21.27,64.76,17.5,1.51,-47.29,16.44,22.29,22.68,0.14,0.22,,,,False,7,7,12,15,6,2,5,4,2,60,False,Below Threshold
ATAI,Atai Beckley Inc.,Healthcare,7.26,15951724,109594046,5.74,4.48,15,BreakoutRetest,5.51,31.76,Extended,2,38.58,45.27,0,-3.89,77.53,-3.34,1.0,5.17,5.4,7.34,7.42,0.04,0.08,,,,False,8,15,12,7,7,2,0,4,5,60,False,Below Threshold
ALM,Almonty Industries Inc.,Basic Materials,15.09,6778738,93018501,15.2,14.14,11,Horizontal,10.78,39.92,Extended,2,36.59,42.84,0,5.14,-18.18,5.61,1.02,60.33,10.17,15.28,16.81,0.04,0.35,,,,False,7,11,12,7,7,2,5,4,5,60,False,Below Threshold
IBRX,"ImmunityBio, Inc.",Healthcare,7.57,9142461,70083702,7.65,6.16,11,BreakoutRetest,7.64,-0.92,Support Test / Reclaim,2,12.11,9.79,2,-5.88,-8.26,-5.33,0.93,0.46,7.45,7.85,8.14,2.41,4.91,,,,False,7,11,18,0,2,15,0,4,2,59,False,Below Threshold
BSY,"Bentley Systems, Incorporated",Technology,36.24,2746676,93349721,32.47,36.3,7,BreakoutRetest,36.13,0.3,Prime Entry,2,9.73,6.33,0,7.61,3.98,3.85,1.19,-15.11,35.29,36.68,37.26,0.46,1.07,,,,False,7,7,16,11,3,2,4,4,5,59,False,Below Threshold
AMD,"Advanced Micro Devices, Inc.",Technology,514.39,27749312,14012314744,510.4,324.33,12,SMA50,510.84,0.7,Prime Entry,2,11.15,11.43,1,-0.69,18.43,-4.45,0.87,3.26,494.45,527.2,530.13,0.64,0.79,,,,False,10,12,18,7,2,2,0,4,4,59,False,Below Threshold
QRVO,"Qorvo, Inc.",Technology,98.11,1169861,105519791,92.69,87.28,12,BreakoutRetest,96.68,1.48,Prime Entry,2,5.43,3.4,0,10.3,-2.06,6.54,0.85,4.86,94.75,99.15,101.6,0.31,1.04,,,,False,7,12,14,8,2,2,5,4,5,59,False,Below Threshold
KDNY,"Chinook Therapeutics, Inc.",Healthcare,40.39,1855961,74267646,38.59,26.93,15,Horizontal,38.88,3.9,Buyable,2,4.14,4.17,2,-0.62,81.7,-0.07,0.93,-17.03,38.1,40.7,41.01,0.14,0.27,,,,False,7,15,17,7,0,2,2,4,5,59,False,Below Threshold
ONDS,Ondas Holdings Inc.,Technology,9.24,100202398,786534090,8.38,9.37,4,SMA50,8.78,5.28,Watch for Pullback,2,16.3,16.43,1,37.05,-4.6,33.29,1.29,25.53,8.42,9.57,9.65,0.4,0.5,,,,False,9,4,14,8,9,2,5,4,4,59,False,Below Threshold
NTRS,Northern Trust Corporation,Financial Services,191.41,1096232,201507426,179.75,154.12,15,BreakoutRetest,178.7,7.11,Extended,2,4.81,9.81,1,-0.8,10.26,0.27,0.79,7.88,175.13,198.87,206.34,0.46,0.92,,,,False,7,15,13,6,4,2,3,4,5,59,False,Below Threshold
CPRT,"Copart, Inc.",Industrials,31.61,11305590,326873239,29.33,35.11,4,SMA50,29.38,7.57,Extended,2,9.68,10.02,1,10.04,-10.37,10.53,1.36,7.07,28.8,33.65,33.7,0.73,0.74,,,,False,8,4,14,8,9,2,5,4,5,59,False,Below Threshold
LRCX,Lam Research Corporation,Technology,332.36,10779287,3378784269,337.47,249.56,11,BreakoutRetest,302.0,10.05,Extended,2,17.29,17.53,0,1.64,15.77,-2.13,1.04,2.77,290.45,346.19,357.25,0.33,0.59,,,,False,10,11,12,10,5,2,2,4,3,59,False,Below Threshold
ADBE,Adobe Inc.,Technology,264.02,5227060,1262518598,230.53,272.32,7,SMA50,229.13,15.23,Extended,2,17.05,24.99,1,6.84,-2.27,3.07,1.18,10.58,222.98,269.13,273.13,0.12,0.22,,,,False,9,7,14,7,7,2,4,4,5,59,False,Below Threshold
RGTI,"Rigetti Computing, Inc.",Technology,18.82,21225676,341076643,17.8,20.62,4,BreakoutRetest,15.41,22.13,Extended,2,22.92,31.08,0,28.93,12.11,25.17,1.04,1.96,14.81,19.21,20.12,0.1,0.32,,,,False,8,4,12,14,5,2,5,4,5,59,False,Below Threshold
QBTS,D-Wave Quantum Inc.,Technology,21.17,17930209,344521231,21.13,22.38,4,Horizontal,16.05,31.94,Extended,2,21.97,36.9,0,22.09,10.58,18.33,1.11,1.47,15.29,21.52,21.64,0.06,0.08,,,,False,8,4,12,14,5,2,5,4,5,59,False,Below Threshold
TWST,Twist Bioscience Corporation,Healthcare,118.57,1514540,152543074,93.69,56.78,15,,,,No Valid Support,0,,,0,21.89,133.73,22.44,1.45,18.23,,,,,,,,,False,7,15,0,15,9,0,5,4,4,59,False,Below Threshold
CROX,"Crocs, Inc.",Consumer Cyclical,131.72,1016805,134216094,129.11,100.06,15,BreakoutRetest,129.79,1.49,Prime Entry,2,10.44,17.73,1,-8.39,27.1,-6.34,0.89,-1.97,126.49,137.97,140.1,1.2,1.6,,,,False,7,15,18,7,0,6,0,4,1,58,False,Below Threshold
COGT,"Cogent Biosciences, Inc.",Healthcare,37.93,2088929,83339577,37.82,35.96,15,Horizontal,37.24,1.87,Prime Entry,2,13.6,16.02,0,-7.39,15.57,-6.84,1.33,2.15,36.15,38.51,39.41,0.33,0.83,,,,False,7,15,16,7,7,2,0,4,0,58,False,Below Threshold
EXE,Expand Energy Corporation,Energy,94.78,3603954,327312699,90.4,102.12,7,SMA50,90.27,5.0,Buyable,2,9.15,9.24,1,3.1,-11.86,0.21,1.01,10.87,88.46,97.84,98.88,0.48,0.65,,,,False,8,7,17,5,7,2,3,4,5,58,False,Below Threshold
DFTX,"Definium Therapeutics, Inc.",Healthcare,42.63,2156868,95020426,39.42,22.66,15,Horizontal,40.46,5.38,Watch for Pullback,2,23.36,17.06,0,-8.19,107.13,-7.65,1.29,6.1,39.01,45.0,45.42,0.66,0.77,,,,False,7,15,12,7,9,2,0,4,2,58,False,Below Threshold
LYFT,"Lyft, Inc.",Technology,17.48,11943745,189351004,15.21,16.28,7,BreakoutRetest,15.51,12.7,Extended,2,18.32,15.63,0,8.18,26.82,4.42,0.85,1.07,15.17,17.76,18.99,0.12,0.65,,,,False,8,7,12,14,2,2,4,4,5,58,False,Below Threshold
ZS,"Zscaler, Inc.",Technology,183.6,2354515,365649587,145.46,183.08,7,BreakoutRetest,157.7,16.42,Extended,2,20.37,24.17,0,18.0,-1.04,14.24,1.1,15.0,153.65,191.25,221.79,0.26,1.28,,,,False,8,7,12,8,7,2,5,4,5,58,False,Below Threshold
MXL,"MaxLinear, Inc.",Technology,84.84,3525932,270386222,82.71,43.69,12,BreakoutRetest,63.52,33.56,Extended,2,24.07,29.74,0,13.65,-16.37,9.88,0.67,7.49,60.06,94.55,94.8,0.39,0.4,,,,False,8,12,12,8,4,2,5,4,3,58,False,Below Threshold
FBRX,"Forte Biosciences, Inc.",Healthcare,76.83,1936366,129729681,43.14,29.63,15,,,,No Valid Support,0,,,0,52.8,277.0,53.35,1.38,4.51,,,,,,,,,False,7,15,0,15,7,0,5,4,5,58,False,Below Threshold
MNST,Monster Beverage Corporation,Consumer Defensive,46.82,19528011,932191697,47.23,40.88,14,SMA50,46.6,0.47,Prime Entry,2,6.64,4.96,1,-8.41,2.62,-5.02,0.87,3.88,45.67,47.6,48.94,0.68,1.84,,,,False,9,14,17,2,2,6,0,4,3,57,False,Below Threshold
CSX,CSX Corporation,Industrials,50.16,12537040,633374176,48.99,42.02,15,Horizontal,49.39,1.56,Prime Entry,2,8.59,4.39,1,-5.61,3.05,-5.12,1.17,4.26,48.4,51.29,51.59,0.64,0.81,,,,False,9,15,17,4,5,2,0,4,1,57,False,Below Threshold
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,91.05,7373320,648411263,88.94,92.71,7,SMA50,88.36,3.04,Buyable,2,6.35,6.41,1,1.36,-6.75,3.42,1.14,8.84,86.6,92.88,92.98,0.41,0.43,,,,False,9,7,16,3,7,2,4,4,5,57,False,Below Threshold
HON,Honeywell International Inc.,Industrials,233.96,3505011,824231619,230.27,220.31,15,SMA50,226.88,3.12,Buyable,2,12.71,3.41,1,-0.47,1.93,0.02,1.06,-404.42,222.34,236.45,236.83,0.21,0.25,,,,False,8,15,17,2,3,2,3,4,3,57,False,Below Threshold
ONB,Old National Bancorp,Financial Services,27.17,4478090,118942269,25.97,23.7,15,Horizontal,26.27,3.43,Buyable,2,4.11,4.04,2,-2.84,11.56,-1.77,0.94,-9.25,25.74,28.03,28.89,0.6,1.21,,,,False,8,15,17,6,0,2,2,4,3,57,False,Below Threshold
COLB,"Columbia Banking System, Inc.",Financial Services,32.69,2876974,91867300,31.55,29.36,15,SMA50,31.29,4.48,Buyable,2,5.71,4.83,1,-6.1,7.98,-5.03,0.89,54.0,30.66,33.67,34.9,0.48,1.09,,,,False,7,15,16,4,4,2,0,4,5,57,False,Below Threshold
CPB,Campbell Soup Company,Consumer Defensive,23.17,5561998,124360185,22.29,24.65,7,SMA50,22.06,5.03,Watch for Pullback,2,5.52,5.52,1,0.49,8.84,3.88,1.11,2.77,21.62,23.44,23.67,0.17,0.32,,,,False,8,7,13,9,5,2,4,4,5,57,False,Below Threshold
